timestamp,framework,model,quantization,cache_state,cell_label,task_id,turn_idx,phase,phase_ms,cpu_mw,gpu_mw,dram_mw,total_mw,extra
20260515 08:28:49,sglang,Llama-3.2-1B,fp16,on,swebench_live_sglang,0,0,tokenize_prompt,0.0,0,0,0,0,"{""deferred"": ""server-side"", ""dominant"": ""GPU"", ""cpu_share"": 0.0, ""resource_class"": ""noop"", ""gpu_sat"": false, ""cpu_sat_1core"": false}"
20260515 08:28:49,sglang,Llama-3.2-1B,fp16,on,swebench_live_sglang,0,0,submit_to_engine,0.0,0,0,0,0,"{""deferred"": ""fused into prefill"", ""dominant"": ""GPU"", ""cpu_share"": 0.0, ""resource_class"": ""noop"", ""gpu_sat"": false, ""cpu_sat_1core"": false}"
20260515 08:28:49,sglang,Llama-3.2-1B,fp16,on,swebench_live_sglang,0,0,prefill,5840.187,3284,12092,2629,25290,"{""prompt_tokens"": 3993, ""cached_tokens"": 0, ""cache_hit_rate"": 0.0, ""sys"": {""gpu_util"": 29, ""gpu_util_max"": 99, ""cpu_util"": 11, ""cpu_util_max"": 45, ""emc_util"": 14, ""emc_util_max"": 50, ""emc_bw_gb_s"": 14.85, ""emc_freq_mhz"": 3199, ""gpu_temp_c"": 49.1, ""cpu_temp_c"": 53.0}, ""dominant"": ""GPU"", ""cpu_share"": 0.214, ""resource_class"": ""gpu_compute"", ""gpu_sat"": true, ""cpu_sat_1core"": false}"
20260515 08:28:49,sglang,Llama-3.2-1B,fp16,on,swebench_live_sglang,0,0,decode,3018.455,3284,12092,2629,25290,"{""gen_tokens"": 128, ""tpot_est_ms"": 23.767, ""sys"": {""gpu_util"": 29, ""gpu_util_max"": 99, ""cpu_util"": 11, ""cpu_util_max"": 45, ""emc_util"": 14, ""emc_util_max"": 50, ""emc_bw_gb_s"": 14.85, ""emc_freq_mhz"": 3199, ""gpu_temp_c"": 49.1, ""cpu_temp_c"": 53.0}, ""dominant"": ""GPU"", ""cpu_share"": 0.214, ""resource_class"": ""gpu_memory"", ""gpu_sat"": true, ""cpu_sat_1core"": false}"
20260515 08:28:49,sglang,Llama-3.2-1B,fp16,on,swebench_live_sglang,0,0,detokenize,0.0,0,0,0,0,"{""deferred"": ""server-side"", ""dominant"": ""GPU"", ""cpu_share"": 0.0, ""resource_class"": ""noop"", ""gpu_sat"": false, ""cpu_sat_1core"": false}"
20260515 08:28:49,sglang,Llama-3.2-1B,fp16,on,swebench_live_sglang,0,0,parse_action,0.036,0,0,0,0,"{""action"": ""respond"", ""fan_out"": 1, ""actions"": [""respond""], ""dominant"": ""GPU"", ""cpu_share"": 0.0, ""resource_class"": ""host_python"", ""gpu_sat"": false, ""cpu_sat_1core"": false}"
20260515 08:28:49,sglang,Llama-3.2-1B,fp16,on,swebench_live_sglang,0,0,tool_exec,0.045,0,0,0,0,"{""action"": ""respond"", ""fan_out"": 1, ""per_action_ms"": null, ""source"": ""tool"", ""obs_len"": 20, ""is_user_sim"": false, ""setup_ms"": null, ""subprocess_ms"": null, ""io_ms"": null, ""read_ms"": null, ""write_ms"": null, ""format_ms"": 0.002, ""exit_code"": null, ""stdout_bytes"": null, ""stderr_bytes"": null, ""bytes_read"": null, ""bytes_written"": null, ""timeout"": null, ""sys"": {""gpu_util"": 0, ""gpu_util_max"": 0, ""cpu_util"": 0, ""cpu_util_max"": 0, ""emc_util"": 0, ""emc_util_max"": 0, ""emc_bw_gb_s"": 0, ""emc_freq_mhz"": 3199, ""gpu_temp_c"": 0, ""cpu_temp_c"": 0}, ""dominant"": ""GPU"", ""cpu_share"": 0.0, ""resource_class"": ""noop"", ""gpu_sat"": false, ""cpu_sat_1core"": false}"
20260515 08:28:49,sglang,Llama-3.2-1B,fp16,on,swebench_live_sglang,0,0,format_obs,0.004,0,0,0,0,"{""history_len"": 4, ""dominant"": ""GPU"", ""cpu_share"": 0.0, ""resource_class"": ""host_python"", ""gpu_sat"": false, ""cpu_sat_1core"": false}"
20260515 08:28:49,sglang,Llama-3.2-1B,fp16,on,swebench_live_sglang,0,1,tokenize_prompt,0.0,0,0,0,0,"{""deferred"": ""server-side"", ""dominant"": ""GPU"", ""cpu_share"": 0.0, ""resource_class"": ""noop"", ""gpu_sat"": false, ""cpu_sat_1core"": false}"
20260515 08:28:49,sglang,Llama-3.2-1B,fp16,on,swebench_live_sglang,0,1,submit_to_engine,0.0,0,0,0,0,"{""deferred"": ""fused into prefill"", ""dominant"": ""GPU"", ""cpu_share"": 0.0, ""resource_class"": ""noop"", ""gpu_sat"": false, ""cpu_sat_1core"": false}"
